customer_id,full_name,region,customer_status,health_score,health_band,churn_risk,recommended_action,priority,owner,created_at
3070-DVEYC,Customer 4840,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1875-QIVME,Customer 172,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3058-HJCUY,Customer 6396,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3269-ATYWD,Customer 2575,Asia-Pacific,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8922-LIEGH,Customer 2515,Asia-Pacific,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0818-OCPZO,Customer 6659,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9685-WKZGT,Customer 3007,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4871-JTKJF,Customer 5783,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2845-AFFTX,Customer 2949,North America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8519-IMDHU,Customer 1305,North America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1704-NRWYE,Customer 4369,North America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3992-YWPKO,Customer 1177,North America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6894-LFHLY,Customer 7033,North America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3488-PGMQJ,Customer 289,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2454-RPBRZ,Customer 2832,South America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0094-OIFMO,Customer 239,Asia-Pacific,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8884-ADFVN,Customer 6366,Europe,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1792-UXAFY,Customer 4414,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8225-BTJAU,Customer 2722,Europe,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6599-RCLCJ,Customer 1314,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0348-SDKOL,Customer 1982,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4706-AXVKM,Customer 3525,North America,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0363-QJVFX,Customer 5716,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0533-BNWKF,Customer 387,Asia-Pacific,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5931-FLJJF,Customer 2203,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8337-UPOAQ,Customer 3786,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4505-EXZHB,Customer 3954,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0495-ZBNGW,Customer 4185,North America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6688-UZPWD,Customer 3717,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3685-YLCMQ,Customer 6449,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2856-NNASM,Customer 6200,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8375-DKEBR,Customer 1732,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0115-TFERT,Customer 819,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8634-MPHTR,Customer 6454,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7903-CMPEY,Customer 4350,Europe,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3372-KWFBM,Customer 1309,North America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3398-ZOUAA,Customer 5853,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8625-AZYZY,Customer 3808,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9190-MFJLN,Customer 6127,Asia-Pacific,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1228-FZFRV,Customer 1659,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8938-UMKPI,Customer 3911,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4423-YLHDV,Customer 1703,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1891-FZYSA,Customer 2998,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4826-XTSOH,Customer 2746,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5089-IFSDP,Customer 3850,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2982-IHMFT,Customer 5342,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7206-GZCDC,Customer 1326,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5186-SAMNZ,Customer 2518,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5130-IEKQT,Customer 2564,South America,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8485-GJCDN,Customer 5252,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8972-HJWNV,Customer 3963,Asia-Pacific,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5649-ANRML,Customer 3142,Europe,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9369-XFEHK,Customer 986,Europe,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9249-FXSCK,Customer 6106,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8473-VUVJN,Customer 5482,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9274-CNFMO,Customer 6810,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9253-QXKBE,Customer 6049,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7409-KIUTL,Customer 2889,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6899-PPEEA,Customer 4308,South America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0011-IGKFF,Customer 5932,South America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1891-UAWWU,Customer 5712,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4853-RULSV,Customer 812,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5539-TMZLF,Customer 2608,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0406-BPDVR,Customer 3995,Asia-Pacific,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5747-PMBSQ,Customer 5331,Asia-Pacific,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0685-MLYYM,Customer 6727,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0093-XWZFY,Customer 7007,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2632-UCGVD,Customer 4266,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1597-LHYNC,Customer 6306,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4184-TJFAN,Customer 1030,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9490-DFPMD,Customer 1646,Europe,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7029-RPUAV,Customer 1089,North America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3763-GCZHZ,Customer 2813,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7142-HVGBG,Customer 6915,Asia-Pacific,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3643-AHCFP,Customer 827,Asia-Pacific,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4369-HTUIF,Customer 5687,Asia-Pacific,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9231-ZJYAM,Customer 835,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0643-OKLRP,Customer 5199,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5445-PZWGX,Customer 4267,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5914-DVBWJ,Customer 3802,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7235-NXZCP,Customer 6530,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1771-OADNZ,Customer 3641,North America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3217-FZDMN,Customer 4957,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5020-ZSTTY,Customer 321,North America,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3192-NQECA,Customer 105,North America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9572-MTILT,Customer 5545,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6900-PXRMS,Customer 3616,South America,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1866-RZZQS,Customer 3776,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2446-BEGGB,Customer 6216,South America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7450-NWRTR,Customer 5391,Asia-Pacific,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7074-IEVOJ,Customer 927,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8258-GSTJK,Customer 5099,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3259-FDWOY,Customer 6399,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4361-BKAXE,Customer 1078,Europe,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0748-RDGGM,Customer 3518,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1977-STDKI,Customer 6258,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1254-IZEYF,Customer 2445,North America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5244-IRFIH,Customer 725,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8749-JMNKX,Customer 3429,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9300-AGZNL,Customer 4801,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4484-GLZOU,Customer 277,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7892-POOKP,Customer 9,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4154-AQUGT,Customer 1608,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3247-ZVOUO,Customer 5028,South America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4795-KTRTH,Customer 2024,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3389-YGYAI,Customer 4827,Asia-Pacific,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1587-FKLZB,Customer 2283,Asia-Pacific,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6877-LGWXO,Customer 5958,Europe,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8245-UMPYT,Customer 2517,North America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6712-OAWRH,Customer 3793,North America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1113-IUJYX,Customer 6801,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2956-GGUCQ,Customer 4704,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4818-QIUFN,Customer 3703,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2815-CPTUL,Customer 2971,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0691-IFBQW,Customer 786,Europe,AT RISK,17.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4446-BZKHU,Customer 2610,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5178-LMXOP,Customer 3381,North America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2260-USTRB,Customer 3596,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0520-FDVVT,Customer 6536,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7481-ATQQS,Customer 4382,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7779-LGOVN,Customer 3249,North America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5923-GXUOC,Customer 4877,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1095-JUDTC,Customer 6132,South America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3988-RQIXO,Customer 2192,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9391-EOYLI,Customer 1580,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5564-NEMQO,Customer 420,South America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2834-JRTUA,Customer 976,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0354-WYROK,Customer 2579,Asia-Pacific,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4077-CROMM,Customer 6167,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8267-ZNYVZ,Customer 6919,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5889-JTMUL,Customer 3526,Europe,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8290-YWKHZ,Customer 2086,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3990-QYKBE,Customer 6774,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1583-IHQZE,Customer 2266,Europe,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0193-ESZXP,Customer 5685,North America,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2474-BRUCM,Customer 6497,North America,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4598-XLKNJ,Customer 100,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1112-CUNAO,Customer 4811,Asia-Pacific,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8058-JMEQO,Customer 3323,Asia-Pacific,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5373-SFODM,Customer 2522,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0013-EXCHZ,Customer 5570,Europe,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1984-FCOWB,Customer 5698,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5052-PNLOS,Customer 3086,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4342-HENTK,Customer 6274,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3957-LXOLK,Customer 4909,North America,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4145-UQXUQ,Customer 1033,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6230-BSUXY,Customer 6749,North America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7957-RYHQD,Customer 6741,North America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6990-YNRIO,Customer 1841,North America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9286-DOJGF,Customer 6345,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5449-FIBXJ,Customer 4429,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2034-CGRHZ,Customer 4212,South America,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6386-SZZKH,Customer 5335,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2506-TNFCO,Customer 5455,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8118-LSUEL,Customer 3062,Europe,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8580-QVLOC,Customer 4514,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6664-FPDAC,Customer 6973,North America,AT RISK,16.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2357-COQEK,Customer 4189,North America,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4913-EHYUI,Customer 639,Asia-Pacific,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4385-GZQXV,Customer 271,Asia-Pacific,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3886-CERTZ,Customer 3891,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6029-WTIPC,Customer 5258,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3536-IQCTX,Customer 1822,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4750-ZRXIU,Customer 934,Europe,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2516-VQRRV,Customer 3374,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1723-HKXJQ,Customer 3674,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9090-SGQXL,Customer 6033,North America,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7248-VZQLC,Customer 5913,North America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8623-TMRBY,Customer 3601,North America,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7359-SSBJK,Customer 6725,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4086-YQSNZ,Customer 1160,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
